Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
PRECT global ERA5,mm/day,3.03,2.9,0.13,2.408,2.503,1.161,0.89
TMQ global ERA5,kg/m2,27.028,23.841,3.187,16.134,14.923,4.294,0.986
QREFHT global ERA5_ext,g/kg,10.481,999.999,999.999,5.746,999.999,999.999,999.999
U10 global ERA5_ext,m/s,6.32,999.999,999.999,2.493,999.999,999.999,999.999
U-850mb global ERA5,m/s,1.284,1.141,0.144,6.151,5.603,1.329,0.978
U-200mb global ERA5,m/s,16.742,15.675,1.067,12.689,13.057,3.098,0.975
Z3-500mb global ERA5,hectometer,56.785,56.577,0.208,2.785,2.676,0.323,0.997
OMEGA-200mb global ERA5,mbar/day,0.211,999.999,999.999,11.614,999.999,999.999,999.999
OMEGA-500mb global ERA5,mbar/day,-0.003,999.999,999.999,20.92,999.999,999.999,999.999
OMEGA-850mb global ERA5,mbar/day,-0.443,999.999,999.999,28.531,999.999,999.999,999.999
T-850mb global ERA5,K,281.856,280.993,0.863,10.043,11.393,1.228,0.994
T-200mb global ERA5,K,219.261,217.972,1.288,3.477,3.347,1.994,0.901
TAUXY ocean ERA5,N/m^2,0.071,0.07,0.002,0.056,0.054,0.024,0.908
LHFLX global MERRA2,W/m2,86.799,999.999,999.999,53.637,999.999,999.999,999.999
SHFLX global MERRA2,W/m2,19.283,999.999,999.999,19.155,999.999,999.999,999.999
PSL global MERRA2,mbar,1011.533,999.999,999.999,10.622,999.999,999.999,999.999
FSNS global MERRA2,W/m2,163.04,999.999,999.999,70.087,999.999,999.999,999.999
FLNS global MERRA2,W/m2,52.549,999.999,999.999,19.882,999.999,999.999,999.999
NET_FLUX_SRF global MERRA2,W/m2,3.769,999.999,999.999,48.048,999.999,999.999,999.999
PRECT global MERRA2,mm/day,3.03,999.999,999.999,2.408,999.999,999.999,999.999
TMQ global MERRA2,kg/m2,27.028,999.999,999.999,16.134,999.999,999.999,999.999
U-850mb global MERRA2,m/s,1.284,999.999,999.999,6.151,999.999,999.999,999.999
U-200mb global MERRA2,m/s,16.742,999.999,999.999,12.689,999.999,999.999,999.999
Z3-500mb global MERRA2,hectometer,56.785,999.999,999.999,2.785,999.999,999.999,999.999
OMEGA-200mb global MERRA2,mbar/day,0.211,999.999,999.999,11.614,999.999,999.999,999.999
OMEGA-500mb global MERRA2,mbar/day,-0.003,999.999,999.999,20.92,999.999,999.999,999.999
OMEGA-850mb global MERRA2,mbar/day,-0.443,999.999,999.999,28.531,999.999,999.999,999.999
T-850mb global MERRA2,K,281.856,999.999,999.999,10.043,999.999,999.999,999.999
T-200mb global MERRA2,K,219.261,999.999,999.999,3.477,999.999,999.999,999.999
TAUXY ocean MERRA2,N/m^2,0.071,999.999,999.999,0.056,999.999,999.999,999.999
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,51.525,999.999,999.999,21.945,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,27.899,999.999,999.999,12.334,999.999,999.999,999.999
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,23.626,999.999,999.999,13.228,999.999,999.999,999.999
CLDTOT_TAU1.3_MISR global MISRCOSP,%,51.525,999.999,999.999,21.945,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,27.899,999.999,999.999,12.334,999.999,999.999,999.999
CLDTOT_TAU9.4_MISR global MISRCOSP,%,23.626,999.999,999.999,13.228,999.999,999.999,999.999
CLDLOW_TAU1.3_MISR global MISRCOSP,%,32.509,999.999,999.999,23.151,999.999,999.999,999.999
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,20.22,999.999,999.999,14.964,999.999,999.999,999.999
CLDLOW_TAU9.4_MISR global MISRCOSP,%,12.289,999.999,999.999,9.774,999.999,999.999,999.999
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,49.865,999.999,999.999,21.977,999.999,999.999,999.999
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,27.189,999.999,999.999,12.16,999.999,999.999,999.999
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,22.675,999.999,999.999,13.316,999.999,999.999,999.999
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,15.022,999.999,999.999,10.073,999.999,999.999,999.999
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,6.589,999.999,999.999,4.254,999.999,999.999,999.999
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.432,999.999,999.999,6.439,999.999,999.999,999.999
CLDTOT_CAL global CALIPSOCOSP,%,67.037,999.999,999.999,17.911,999.999,999.999,999.999
CLDLOW_CAL global CALIPSOCOSP,%,35.56,999.999,999.999,23.835,999.999,999.999,999.999
CLDMED_CAL global CALIPSOCOSP,%,13.044,999.999,999.999,8.613,999.999,999.999,999.999
CLDHGH_CAL global CALIPSOCOSP,%,37.457,999.999,999.999,15.658,999.999,999.999,999.999
TGCLDLWP_OCN global SSMI,g/m^2,83.103,999.999,999.999,46.179,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.091,999.999,999.999,0.069,999.999,999.999,999.999
AODVIS global MERRA2_Aerosols,dimensionless,0.091,999.999,999.999,0.069,999.999,999.999,999.999
AODDUST global MACv2,dimensionless,0.018,999.999,999.999,0.045,999.999,999.999,999.999
TREFHT global ERA5,DegC,15.296,14.27,1.026,13.697,14.193,2.264,0.99
TREFHT land ERA5,DegC,10.523,9.254,1.269,18.744,19.101,2.878,0.991
TREFHT global MERRA2,DegC,15.296,999.999,999.999,13.697,999.999,999.999,999.999
TREFHT land MERRA2,DegC,10.523,999.999,999.999,18.744,999.999,999.999,999.999
TREFMNAV global MERRA2,DegC,13.596,999.999,999.999,14.14,999.999,999.999,999.999
TREFMXAV global MERRA2,DegC,17.106,999.999,999.999,13.56,999.999,999.999,999.999
TREF_range global MERRA2,K,3.51,999.999,999.999,3.642,999.999,999.999,999.999
PminusE global GPCP_OAFLux,mm/day,0.03,999.999,999.999,2.469,999.999,999.999,999.999
PminusE global COREv2_Flux,mm/day,0.03,999.999,999.999,2.469,999.999,999.999,999.999
TCO global OMI-MLS,DU,27.441,999.999,999.999,5.284,999.999,999.999,999.999
TCO 60S60N OMI-MLS,DU,28.216,999.999,999.999,4.904,999.999,999.999,999.999
_ABURDENDUST global ,1e-6 kg/m2,40.615,999.999,999.999,108.948,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.179,999.999,999.999,0.271,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,4.553,999.999,999.999,5.777,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,1.053,999.999,999.999,1.556,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,7.487,999.999,999.999,5.723,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,5.887,999.999,999.999,2.83,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,2.476,999.999,999.999,0.906,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,3.411,999.999,999.999,2.544,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,93.32,999.999,999.999,278.9,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,6155.056,999.999,999.999,5063.0,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,716.6,999.999,999.999,889.887,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,19053.511,999.999,999.999,63777.135,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,439.745,999.999,999.999,1294.415,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,671.348,999.999,999.999,1690.591,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,62.453,999.999,999.999,65.885,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,49.519,999.999,999.999,106.644,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,1386.835,999.999,999.999,1228.211,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,627.102,999.999,999.999,832.27,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,13111.976,999.999,999.999,40424.637,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,277.435,999.999,999.999,563.634,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,694.746,999.999,999.999,1395.551,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,17.291,999.999,999.999,14.772,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,7.074,999.999,999.999,4.911,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,53.595,999.999,999.999,39.875,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,290.629,999.999,999.999,139.357,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,775.93,999.999,999.999,1025.547,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,46.401,999.999,999.999,39.992,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,503.156,999.999,999.999,382.249,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,1.329,999.999,999.999,1.072,999.999,999.999,999.999
