Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
_Mass_dst_srf global ,1e-12 kg/kg,25282.203,999.999,999.999,82000.345,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,432.267,999.999,999.999,1101.893,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,714.236,999.999,999.999,1534.902,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,69.564,999.999,999.999,72.983,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,49.855,999.999,999.999,109.069,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,1403.097,999.999,999.999,1140.596,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,574.592,999.999,999.999,678.53,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,17106.061,999.999,999.999,49724.038,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,289.516,999.999,999.999,612.385,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,759.979,999.999,999.999,1534.35,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,18.079,999.999,999.999,14.096,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,6.25,999.999,999.999,5.224,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,57.453,999.999,999.999,40.139,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,296.924,999.999,999.999,175.108,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,1426.442,999.999,999.999,2506.054,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,34.772,999.999,999.999,22.382,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,417.847,999.999,999.999,266.148,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,1.303,999.999,999.999,0.984,999.999,999.999,999.999
